kg_id,complete,coverage,reference_fields,generated_fields,missing_fields,missing_profile_information,unexpected_profile_information
taxref-ld,0,0.9000,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:contributor; dcterms:created; dcterms:creator; dcterms:description; dcterms:identifier; dcterms:issued; dcterms:license; dcterms:modified; dcterms:publisher; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:exampleResource; void:feature; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:uriSpace; void:vocabulary,foaf:homepage,linkset,
ufo,0,0.5556,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:description; dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:feature; void:properties; void:propertyPartition; void:triples; void:vocabulary,dcterms:publisher; foaf:homepage; void:exampleResource; void:sparqlEndpoint,linkset,
upper-ontology,0,0.6250,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; foaf:homepage,feature; linkset,
verrijktkoninkrijk,0,0.4444,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcat:distribution; dcterms:description; dcterms:publisher; foaf:homepage; void:exampleResource,,
warsampo,1,1.0000,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:description; dcterms:identifier; dcterms:license; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:uriSpace; void:vocabulary,,feature,
whonto,0,0.5714,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:triples,dcterms:creator; dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; foaf:homepage,feature; linkset,
wikidata,0,0.5000,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:properties; void:sparqlEndpoint; void:triples; void:vocabulary,dcat:distribution; dcterms:description; dcterms:publisher; void:dataDump; void:exampleResource,classes; distinct_objects; distinct_subjects; entities; property_partition,
wn-wiki-instances,0,0.5714,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:triples,dcterms:description; dcterms:publisher; foaf:homepage,class_partition; classes; feature; linkset; vocabularies,
ww1lod,1,1.0000,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; void:sparqlEndpoint; void:triples,dcterms:contributor; dcterms:creator; dcterms:description; dcterms:identifier; dcterms:license; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:exampleResource; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:uriSpace; void:vocabulary,,feature; linkset,
yso,0,0.5000,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:triples,dcterms:identifier; dcterms:license; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; foaf:homepage; void:exampleResource,feature; linkset,
红色经典歌曲关联数据集,0,0.5714,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; foaf:homepage,feature; linkset,
